Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-01-02 00:00:00-05:00,22.272111017769348,22.6644267276103,22.190378188488136,22.574522018432617,52899300,0.0,0.0
2013-01-03 00:00:00-05:00,22.582694785460777,22.599041663743996,22.198552499349823,22.272111892700195,48294400,0.0,0.0
2013-01-04 00:00:00-05:00,22.288457088704465,22.345669599453355,21.847100761914756,21.855274200439453,52521100,0.0,0.0
2013-01-07 00:00:00-05:00,21.879795207320946,21.969699916085233,21.773542062066728,21.814409255981445,37110400,0.0,0.0
2013-01-08 00:00:00-05:00,21.863449261579476,21.896143018104663,21.626424203544197,21.699983596801758,44703100,0.0,0.0
2013-01-09 00:00:00-05:00,21.838916110514386,21.863436413498885,21.70814427911012,21.82257080078125,49047900,0.0,0.0
2013-01-10 00:00:00-05:00,21.7817074140588,22.05142455806315,21.487471521732626,21.626415252685547,71431300,0.0,0.0
2013-01-11 00:00:00-05:00,21.650936691490212,22.010560088599107,21.479299208573146,21.9288272857666,55512100,0.0,0.0
2013-01-14 00:00:00-05:00,21.986048195163338,22.133166984786396,21.87162316275614,21.977874755859375,48324400,0.0,0.0
2013-01-15 00:00:00-05:00,21.92883137708637,22.304801716692253,21.92883137708637,22.23941421508789,48244500,0.0,0.0
2013-01-16 00:00:00-05:00,22.19037428258625,22.255760222717317,22.07594927708783,22.1004695892334,41077400,0.0,0.0
2013-01-17 00:00:00-05:00,22.223072816774653,22.451922877043256,22.116819666857843,22.272111892700195,51685900,0.0,0.0
2013-01-18 00:00:00-05:00,22.14951342342428,22.304805649266633,22.10047434749874,22.272111892700195,52167700,0.0,0.0
2013-01-22 00:00:00-05:00,22.31297473566357,22.435574748512778,22.067777827812993,22.19037628173828,58650600,0.0,0.0
2013-01-23 00:00:00-05:00,22.231245825838393,22.590867787567397,22.231245825838393,22.566349029541016,50387700,0.0,0.0
2013-01-24 00:00:00-05:00,22.639901433153707,22.942310787576925,22.45191551240771,22.582687377929688,101739300,0.0,0.0
2013-01-25 00:00:00-05:00,22.54182285947275,23.073083784061808,22.38653067695716,22.787019729614258,81847700,0.0,0.0
2013-01-28 00:00:00-05:00,22.89327532952746,23.073086283178867,22.68894406263656,22.811542510986328,56056500,0.0,0.0
2013-01-29 00:00:00-05:00,22.737984009260128,22.991354353501663,22.558173048657086,22.89327621459961,49242600,0.0,0.0
2013-01-30 00:00:00-05:00,22.893276470249063,23.040395239168934,22.68894519317678,22.76250457763672,43580500,0.0,0.0
2013-01-31 00:00:00-05:00,22.713468085651357,22.86058531234533,22.394710197170824,22.435577392578125,50530000,0.0,0.0
2013-02-01 00:00:00-05:00,22.61538946126831,22.925972366653067,22.517309746506495,22.82789421081543,55565900,0.0,0.0
2013-02-04 00:00:00-05:00,22.778850622147797,22.901449072129555,22.41105371327866,22.427400588989258,50540000,0.0,0.0
2013-02-05 00:00:00-05:00,22.57452012839812,22.60721232201904,22.362015413628384,22.4764404296875,35410400,0.0,0.0
2013-02-06 00:00:00-05:00,22.378357166440892,22.509130596866115,22.272105605442263,22.345664978027344,41889600,0.0,0.0
2013-02-07 00:00:00-05:00,22.353835722004828,22.386527906480108,22.14950450253298,22.29662322998047,38028300,0.0,0.0
2013-02-08 00:00:00-05:00,22.353845080187003,22.648081099337045,22.321151323101365,22.517309188842773,33318500,0.0,0.0
2013-02-11 00:00:00-05:00,22.599038486533576,22.819716635559434,22.476440034493844,22.77067756652832,32247700,0.0,0.0
