Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1993-01-04 00:00:00-05:00,1.6467790917241967,1.6613097910965253,1.637092155890525,1.649200677871704,72646400,0.0,0.0
1993-01-05 00:00:00-05:00,1.6467790934391793,1.6806836645141603,1.641935921139121,1.675839900970459,71529600,0.0,0.0
1993-01-06 00:00:00-05:00,1.6855266576402643,1.7291181599251644,1.680683485855042,1.7242743968963623,87440000,0.0,0.0
1993-01-07 00:00:00-05:00,1.7242744171078015,1.741226701041949,1.6855266773975137,1.6903704404830933,58748800,0.0,0.0
1993-01-08 00:00:00-05:00,1.6903702846607223,1.7097441527299366,1.6709964165915079,1.6879481077194214,43977600,0.0,0.0
1993-01-11 00:00:00-05:00,1.690370451619279,1.7291181915848375,1.6709965816365,1.7266960144042969,58348800,0.0,0.0
1993-01-12 00:00:00-05:00,1.7242744763154734,1.7678659806081738,1.7194313043071772,1.7388051748275757,85129600,0.0,0.0
1993-01-13 00:00:00-05:00,1.7339606272724095,1.787239042726472,1.7097435956975373,1.7678651809692383,83696000,0.0,0.0
1993-01-14 00:00:00-05:00,1.787239042726472,1.8211430051799609,1.7533344890296432,1.7678651809692383,121264000,0.0,0.0
1993-01-15 00:00:00-05:00,1.6952136705348755,1.7630222173562704,1.6855267352746761,1.7388051748275757,181958400,0.0,0.0
1993-01-18 00:00:00-05:00,1.733960563132139,1.7388043240139437,1.7097435324530699,1.7291173934936523,50611200,0.0,0.0
1993-01-19 00:00:00-05:00,1.7242741128126422,1.7291178750434077,1.7097440086073106,1.7121655941009521,52960000,0.0,0.0
1993-01-20 00:00:00-05:00,1.7145871795945935,1.7242741128126422,1.700057075389262,1.7121655941009521,47968000,0.0,0.0
1993-01-21 00:00:00-05:00,1.7000576010590593,1.7436485183971555,1.6806837286324243,1.733961582183838,73363200,0.0,0.0
1993-01-22 00:00:00-05:00,1.738804835677707,1.7484917690484922,1.7194309689361365,1.7315394878387451,49088000,0.0,0.0
1993-01-25 00:00:00-05:00,1.7291180275485722,1.7484918956934106,1.700057225331315,1.7145873308181763,49609600,0.0,0.0
1993-01-26 00:00:00-05:00,1.7145874378356065,1.7436482418667185,1.695213568481532,1.7049005031585693,42345600,0.0,0.0
1993-01-27 00:00:00-05:00,1.6952140718440718,1.7000578362426428,1.6564663216304931,1.6709970235824585,64192000,0.0,0.0
1993-01-28 00:00:00-05:00,1.6709962668739182,1.6879479564829973,1.6419354673738802,1.6855263710021973,77030400,0.0,0.0
1993-01-29 00:00:00-05:00,1.6952137726579788,1.7049007085017387,1.6613097928266405,1.675839900970459,39424000,0.0,0.0
1993-02-01 00:00:00-05:00,1.6709960453677506,1.7049000113351003,1.6564653519221713,1.6952130794525146,42854400,0.0,0.0
1993-02-02 00:00:00-05:00,1.6927920065616775,1.7339613317103868,1.6903704206690664,1.7242743968963623,70371200,0.0,0.0
1993-02-03 00:00:00-05:00,1.7339610460306907,1.7484917414795047,1.704900246376545,1.7121655941009521,71728000,0.0,0.0
1993-02-04 00:00:00-05:00,1.700056763659685,1.700056763659685,1.6370914136662202,1.6467783451080322,124214400,0.0,0.0
1993-02-05 00:00:00-05:00,1.641935746598944,1.7339613317103868,1.5935010725288214,1.7242743968963623,177216000,0.0,0.0
1993-02-08 00:00:00-05:00,1.7145873221750827,1.7242742561986706,1.6467787840099664,1.6613094806671143,92665600,0.0,0.0
1993-02-09 00:00:00-05:00,1.6806834517706888,1.6903703863882618,1.6177180811346807,1.6249834299087524,64550400,0.0,0.0
1993-02-10 00:00:00-05:00,1.6370917823579576,1.6709963456616808,1.6274048487345378,1.6564656496047974,39193600,0.0,0.0
1993-02-11 00:00:00-05:00,1.6709964016947159,1.6758395730470768,1.6419355998499687,1.6516225337982178,31635200,0.0,0.0
1993-02-12 00:00:00-05:00,1.6516224569364737,1.6516224569364737,1.6128747229466855,1.620139479637146,34752000,0.0,0.0
1993-02-16 00:00:00-05:00,1.605609648102293,1.6225619324170237,1.5450664512566548,1.5523312091827393,91180800,0.0,0.0
1993-02-17 00:00:00-05:00,1.5692830488789784,1.5741268107009383,1.4966313514970382,1.5547529458999634,121913600,0.0,0.0
1993-02-18 00:00:00-05:00,1.5741271730401156,1.6031879769309156,1.5305356715821314,1.5813919305801392,138553600,0.0,0.0
1993-02-19 00:00:00-05:00,1.5862355583081613,1.5886571439484227,1.5402224749256048,1.545066237449646,97094400,0.0,0.0
1993-02-22 00:00:00-05:00,1.545066032130766,1.5692830678022915,1.4869444370269775,1.4869444370269775,76256000,0.0,0.0
1993-02-23 00:00:00-05:00,1.5111616062668134,1.5595962731343396,1.4869445684547964,1.540222406387329,105974400,0.0,0.0
1993-02-24 00:00:00-05:00,1.5305356695765242,1.6274050157522537,1.5256924978895219,1.6249834299087524,77548800,0.0,0.0
1993-02-25 00:00:00-05:00,1.5983431748369523,1.6467778164986782,1.5983431748369523,1.634669303894043,60806400,0.0,0.0
1993-02-26 00:00:00-05:00,1.6322486458425525,1.646778750964598,1.6080310156477837,1.6152963638305664,29833600,0.0,0.0
1993-03-01 00:00:00-05:00,1.622562058656831,1.622562058656831,1.5741273791632486,1.5789705514907837,26432000,0.0,0.0
1993-03-02 00:00:00-05:00,1.5838141786074529,1.6419357889922477,1.5741272435433205,1.639513611793518,38380800,0.0,0.0
1993-03-03 00:00:00-05:00,1.6419352293014526,1.6564653313229394,1.6177176042744497,1.6419352293014526,42352000,0.0,0.0
1993-03-04 00:00:00-05:00,1.6419354399925135,1.6419354399925135,1.5838138419616894,1.6225615739822388,56659200,0.0,0.0
1993-03-05 00:00:00-05:00,1.6177180244585434,1.646778827293128,1.5983441559021538,1.603187918663025,35724800,0.0,0.0
1993-03-08 00:00:00-05:00,1.600765612642252,1.6370917610685534,1.588657093581318,1.620139479637146,48022400,0.0,0.0
1993-03-09 00:00:00-05:00,1.6274051152522842,1.6467789856719544,1.6225619432691687,1.632248878479004,41312000,0.0,0.0
1993-03-10 00:00:00-05:00,1.6370914136662202,1.6613090378924373,1.6177175507825965,1.6467783451080322,26592000,0.0,0.0
1993-03-11 00:00:00-05:00,1.6516228569828808,1.70005753620168,1.6467790934391793,1.675839900970459,57779200,0.0,0.0
1993-03-12 00:00:00-05:00,1.6661527880122151,1.7291181599251644,1.6516226814129684,1.7242743968963623,73580800,0.0,0.0
1993-03-15 00:00:00-05:00,1.7291179124514056,1.7291179124514056,1.6855264164053807,1.6976349353790283,35347200,0.0,0.0
1993-03-16 00:00:00-05:00,1.7097446820132371,1.7194316190466161,1.6855270438079322,1.7000577449798584,36336000,0.0,0.0
1993-03-17 00:00:00-05:00,1.6806836102458163,1.6952137179204654,1.651622803652894,1.6540443897247314,39644800,0.0,0.0
1993-03-18 00:00:00-05:00,1.6613094677464668,1.6806833356429647,1.6467787712023296,1.6516225337982178,34406400,0.0,0.0
1993-03-19 00:00:00-05:00,1.6613096841085089,1.6613096841085089,1.6274051152522842,1.632248878479004,45404800,0.0,0.0
1993-03-22 00:00:00-05:00,1.6128747781841455,1.6274048833061907,1.5983440818185803,1.6152963638305664,34083200,0.0,0.0
1993-03-23 00:00:00-05:00,1.6177177608947992,1.6467785589947057,1.6080308281948303,1.61045241355896,34409600,0.0,0.0
1993-03-24 00:00:00-05:00,1.6128753982620905,1.6806839611358533,1.6080316338635194,1.6709970235824585,50576000,0.0,0.0
1993-03-25 00:00:00-05:00,1.6758400097715183,1.7097445830476958,1.6734184234642715,1.692792296409607,43833600,0.0,0.0
1993-03-26 00:00:00-05:00,1.704899650443791,1.7097434109814624,1.6661519311155228,1.6782604455947876,28380800,0.0,0.0
1993-03-29 00:00:00-05:00,1.6806832000405973,1.7145871705022353,1.6806832000405973,1.6855263710021973,48262400,0.0,0.0
1993-03-30 00:00:00-05:00,1.7145872771084965,1.7678657084596145,1.690370238307818,1.7630219459533691,140777600,0.0,0.0
1993-03-31 00:00:00-05:00,1.7678649240396989,1.8259865008644025,1.7581779945689149,1.7920819520950317,179660800,0.0,0.0
1993-04-01 00:00:00-05:00,1.7920831550834,1.8356746625856324,1.7920831550834,1.8017700910568237,100412800,0.0,0.0
1993-04-02 00:00:00-05:00,1.777552915868373,1.782396087876669,1.738805174827576,1.7388051748275757,73251200,0.0,0.0
1993-04-05 00:00:00-04:00,1.719431167947469,1.7872397093912988,1.704900470587725,1.7727090120315552,61187200,0.0,0.0
1993-04-06 00:00:00-04:00,1.777552915868373,1.8017699583970677,1.7291182395673765,1.7388051748275757,55699200,0.0,0.0
1993-04-07 00:00:00-04:00,1.743647645138111,1.7533345764999895,1.7291175437169781,1.7484914064407349,39417600,0.0,0.0
1993-04-08 00:00:00-04:00,1.7436482665244113,1.7484920295532136,1.7097442902971154,1.7242743968963623,40185600,0.0,0.0
1993-04-12 00:00:00-04:00,1.7194310452048618,1.7678657142072027,1.7145872826828688,1.7460696697235107,48976000,0.0,0.0
1993-04-13 00:00:00-04:00,1.748491876395155,1.7872396122571692,1.7194310744986443,1.7218526601791382,53337600,0.0,0.0
1993-04-14 00:00:00-04:00,1.7242743968963623,1.7484920295532136,1.700057355483091,1.7242743968963623,38592000,0.0,0.0
1993-04-15 00:00:00-04:00,1.704900390090867,1.741226540531527,1.666152653952438,1.6879481077194214,109152000,0.0,0.0
